40.78010178,-75.71630096
40.03340149,-75.24960327
39.77280045,-79.21109772
39.94900131,-75.15850067
39.98789978,-75.26069641
40.03900146,-79.79000092
39.947222,-75.196111
41.21979904,-75.8809967
41.12509918,-75.99330139
41.81809998,-76.41269684
41.62509918,-75.53299713
40.84700012,-75.2437973
40.60900116,-80.03299713
40.07649994,-75.25520325
40.80870056,-79.6697998
40.30709839,-75.14659882
40.74950027,-75.21019745
40.33060074,-75.95020294
39.97090149,-75.65599823
40.44720078,-78.42890167
39.81309891,-77.29499817
40.20220184,-74.92289734
27.88780022,-97.35440063
29.64189911,-98.57810211
43.58319855,-124.1800003
47.55160141,-109.3779984
45.47499847,-100.0350037
43.58330154,-96.95030212
43.80659866,-96.70890045
30.45009995,-97.66390228
29.65859985,-98.13780212
35.92890167,-100.3069992
29.87299919,-94.98960114
32.78179932,-96.79810333
32.64369965,-96.87750244
28.9769001,-95.31739807
29.31220055,-94.77829742
31.6840992,-94.97720337
29.85219955,-95.40850067
32.39920044,-96.38359833
28.9239006,-95.34190369
30.5683,-100.445
32.57789993,-101.9309998
28.56970024,-96.62969971
28.15449905,-96.97689819
29.91690063,-96.8003006
30.245278,-97.082778
29.3227005,-94.78690338
29.32329941,-94.78299713
36.17779922,-86.60829926
