-13.509385,16.74928
-15.711983,18.651003
-13.7106,19.861099
-17.98192406,20.76806068
-12.63987732,22.5868206
-14.6981926,16.07014847
-9.769370079,15.4553194
-9.275188446,14.97724247
-9.0254,146.8
-4.904166667,144.6358333
11.4773,19.2874
-8.979166667,148.1036111
-4.676666667,142.5401389
-70.84609985,11.84720039
-71.95559692,2.455559969
-64.824,-62.857
60.966099,-149.126007
-52.88510132,-68.41220093
-54.34410095,-67.832901
-53.98270035,-68.52359772
-32.35820007,-65.01740265
-35.144,-60.4803
-37.43330002,-61.88330078
-46.43180084,-67.51860046
-27.6311,-59.1797
-27.2164,-61.2103
-35,-63
-40.817699,-68.074699
-33.3053,-60.6539
-26.583055,-64.529724
-27.4978,-61.6586
-26.81579971,-60.44829941
-40.74010086,-64.98049927
-40.70000076,-66.15000153
-33.640858,-65.420074
-45.9033,-67.5564
-32.9208,-62.4663
-33.2647,-60.2842
-30.7286,-62.0078
-38.6722,-62.3522
-37.9156,-58.3442
-38.89310074,-67.98860168
-36.96440125,-60.2757988
-36.7717,-59.0575
-37.2655983,-59.09329987
-33.20694351,-68.49222565
-32.8878,-60.8436
-34.4703,-59.4247
-33.34889984,-63.72999954
-34.8011,-61.865
-38.7306,-63.2869
-38.95809937,-67.8035965
-31.65139961,-64.39389801
-38.95029831,-71.04920197
-33.0467,-60.5969
-29.06472206,-56.54111099
-34.8458,-62.4817
-35.5017,-62.99
-28.47970009,-62.84579849
-37.20333481,-70.6966629
-31.4042,-60.8992
-41.1612,-71.3659
-52.6831,-68.0419
-34.0833,-60.0333
-34.2228,-61.3858
-31.42219925,-63.00419998
-52.8936,-68.3553
-34.6939,-58.46
-29.1061,-59.6569
-37.1639,-58.4719
-34.4375,-58.7983
-35.1994,-63.6008
-32.1147,-61.6328
-34.6407,-58.4094
-33.8217,-59.4925
-36.77560043,-69.85939789
-32.3611,-58.8808
-38.0117,-57.6775
-34.2986,-58.7989
-38.3858,-58.1336
-34.38805389,-58.66388702
-34.61333466,-61.02305603
-33.4383,-61.3017
-27.60416603,-55.86388779
-30.9294,-62.0506
-34.3783,-58.7883
-32.9775,-58.5222
-38.49860001,-61.88439941
-27.5601,-56.6568
-52.3278,-68.4092
-40.39390182,-70.96330261
-31.3689,-64.2636
-33.5622,-62.8692
-32.8086,-61.365
-32.0994,-61.5839
-35.1119,-58.7261
-34.1639,-59.7311
